doc_id,url,title,description,pagerank
454,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4917201/,Hypothalamic Leptin Gene Therapy Reduces Body Weight without Accelerating Age-Related Bone Loss - PMC,"Excessive weight gain in adults is associated with a variety of negative health outcomes. Unfortunately, dieting, exercise, and pharmacological interventions have had limited long-term success in weight control and can result in detrimental side ...",9e-06
455,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5421618/,Room Temperature Housing Results in Premature Cancellous Bone Loss in Growing Female Mice: Implications for the Mouse as a Preclinical Model for Age-Related Bone Loss - PMC,"Female mice are often used as preclinical models for osteoporosis but, in contrast to humans, mice exhibit cancellous bone loss during growth. Mice are routinely housed at room temperature (18–23°C), a strategy that exaggerates physiological ...",9e-06
456,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5771473/,Effects of hypothalamic leptin gene therapy on osteopetrosis in leptin-deficient mice - PMC,"Impaired resorption of cartilage matrix deposited during endochondral ossification is a defining feature of juvenile osteopetrosis. Growing, leptin-deficient ob/ob mice exhibit a mild form of osteopetrosis. However, the extent to which the disease ...",9e-06
457,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6865368/,Thermoneutral housing attenuates premature cancellous bone loss in male C57BL/6J mice - PMC,"Mice are a commonly used model to investigate aging-related bone loss but, in contrast to humans, mice exhibit cancellous bone loss prior to skeletal maturity. The mechanisms mediating premature bone loss are not well established. However, our ...",9e-06
458,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9582271/,Leptin and environmental temperature as determinants of bone marrow adiposity in female mice - PMC,"Bone marrow adipose tissue (BMAT) levels are higher in distal femur metaphysis of female mice housed at thermoneutral (32°C) than in mice housed at 22°C, as are abdominal white adipose tissue (WAT) mass, and serum leptin levels. We performed two ...",9e-06
459,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9784906/,Mannose Receptor Deficiency Impacts Bone Marrow and Circulating Immune Cells during High Fat Diet Induced Obesity - PMC,"The mannose receptor C-type 1 (Mrc1) is a C-type lectin receptor expressed on the immune cells and sinusoidal endothelial cells (ECs) of several tissues, including the bone marrow (BM). Parallel to systemic metabolic alterations and hematopoietic ...",9e-06
460,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6548323/,Maintenance of Near Normal Bone Mass and Architecture in Lethally Irradiated Female Mice following Adoptive Transfer with as few as 750 Purified Hematopoietic Stem Cells - PMC,"Total-body irradiation (TBI) followed by transfer of bone marrow cells from donors is routinely performed in immunology research and can be used to manipulate differentiation and/or function of bone cells. However, exposure to high-dose radiation ...",9e-06
461,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5288125/,Leptin Stimulates Bone Formation in ob/ob Mice at Doses Having Minimal Impact on Energy Metabolism - PMC,"Leptin, the protein product of the ob gene, is essential for normal bone growth, maturation, and turnover. Peripheral actions of leptin occur at lower serum levels of the hormone than central actions because entry of leptin into the central nervous ...",9e-06
462,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8213760/,Evidence for increased thermogenesis in female C57BL/6J mice housed aboard the international space station - PMC,Sixteen-week-old female C57BL/6J mice were sacrificed aboard the International Space Station after 37 days of flight (RR-1 mission) and frozen carcasses returned to Earth. RNA was isolated from interscapular brown adipose tissue (BAT) and gonadal ...,9e-06
463,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5389344/,Bone Marrow Adipose Tissue Deficiency Increases Disuse-Induced Bone Loss in Male Mice - PMC,"Bone marrow adipose tissue (MAT) is negatively associated with bone mass. Since osteoblasts and adipocytes are derived from the same precursor cells, adipocyte differentiation may occur at the expense of osteoblast differentiation. We used ...",9e-06
464,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7907224/,Effects of spaceflight on cancellous and cortical bone in proximal femur in growing rats - PMC,Mechanical loading of the skeleton during normal weight bearing plays an important role in bone accrual and turnover balance. We recently evaluated bone microarchitecture in the femoral head in 5.6-week-old male Sprague Dawley rats subjected to a ...,9e-06
465,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6597714/,Effect of Leptin Deficiency on the Skeletal Response to Hindlimb Unloading in Adult Male Mice - PMC,"Based on body weight, morbidly obese leptin-deficient ob/ob mice have less bone than expected, suggesting that leptin plays a role in the skeletal response to weight bearing. To evaluate this possibility, we compared the skeletal response of wild ...",9e-06
466,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8468678/,Simulated Microgravity Promotes Horizontal Gene Transfer of Antimicrobial Resistance Genes between Bacterial Genera in the Absence of Antibiotic Selective Pressure - PMC,"Bacteria are able to adapt and survive in harsh and changing environments through many mechanisms, with one of them being horizontal gene transfer (HGT). This process is one of the leading culprits in the spread of antimicrobial resistance (AMR) ...",9e-06
467,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6057834/,NemaFlex: A microfluidics-based technology for standardized measurement of muscular strength of C. elegans - PMC,"Muscle strength is a functional measure of quality of life in humans. Declines in muscle strength are manifested in diseases as well as during inactivity, aging, and space travel. With conserved muscle biology, the simple genetic model C. elegans is ...",9e-06
468,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10063413/,Small changes in thermoregulation influence cancellous bone turnover balance in distal femur metaphysis in growing female mice - PMC,Mice are typically housed at temperatures well below their thermoneutral zone. When individually housed at room temperature (~22 °C) mice experience cold stress which results in cancellous bone loss and has the potential to alter the skeletal ...,9e-06
469,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12021249/,Development of a size-separation technique to isolate Caenorhabditis elegans embryos using mesh filters - PMC,"The free-living nematode Caenorhabditis elegans has been routinely used to study gene functions, genetic interactions, and conserved signaling pathways. Most experiments require that the animals are synchronized to be at the same specific ...",9e-06
470,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10889206/,Bone Marrow Adipose Tissue Is Not Required for Reconstitution of the Immune System following Irradiation in Male Mice - PMC,"Bone marrow adipose tissue (BMAT) is hypothesized to serve as an expandable/contractible fat depot which functions, in part, to minimize energy requirements for sustaining optimal hematopoiesis. We investigated whether BMAT is required for immune ...",9e-06
471,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7415877/,Molecular Muscle Experiment: Hardware and Operational Lessons for Future Astrobiology Space Experiments - PMC,"Biology experiments in space seek to increase our understanding of what happens to life beyond Earth and how we can safely send life beyond Earth. Spaceflight is associated with many (mal)adaptations in physiology, including decline in ...",9e-06
472,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6876156/,"Swim exercise in Caenorhabditis elegans extends neuromuscular and gut healthspan, enhances learning ability, and protects against neurodegeneration - PMC","Exercise is a powerful antiaging intervention that protects against cardiovascular disease, dementia, diabetes, sarcopenia, and cancer. How exercise promotes health benefits to multiple tissues in the body, however, remains poorly understood. We ...",9e-06
473,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10030976/,Toward sustainable space exploration: a roadmap for harnessing the power of microorganisms - PMC,"Finding sustainable approaches to achieve independence from terrestrial resources is of pivotal importance for the future of space exploration. This is relevant not only to establish viable space exploration beyond low Earth–orbit, but also for ...",9e-06
474,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5910807/,Roll maneuvers are essential for active reorientation of Caenorhabditis elegans in 3D media - PMC,Investigations of the free-living nematode Caenorhabditis elegans give powerful insights into fundamental biological processes that are conserved across species. Locomotion of this model organism is used to assess muscular and neural defects and ...,9e-06
475,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7285199/,Tart Cherry Increases Lifespan in Caenorhabditis elegans by Altering Metabolic Signaling Pathways - PMC,"Aging and healthspan are determined by both environmental and genetic factors. The insulin/insulin-like growth factor-1(IGF-1) pathway is a key mediator of aging in Caenorhabditis elegans and mammals. Specifically, DAF-2 signaling, an ortholog of ...",9e-06
476,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9862956/,A Compact Imaging Platform for Conducting C. elegans Phenotypic Assays on Earth and in Spaceflight - PMC,"The model organism Caenorhabditis elegans is used in a variety of applications ranging from fundamental biological studies, to drug screening, to disease modeling, and to space-biology investigations. These applications rely on conducting ...",9e-06
477,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9549344/,A Region of UNC-89 (obscurin) Lying Between Two Protein Kinase Domains is a Highly Elastic Spring Required for Proper Sarcomere Organization - PMC,"In C. elegans, unc-89 encodes a set of giant multi-domain proteins (up 8,081 residues) localized to the M-lines of muscle sarcomeres and required for normal sarcomere organization and whole-animal locomotion. Multiple UNC-89 isoforms contain two ...",9e-06
478,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7890410/,Spaceflight affects neuronal morphology and alters transcellular degradation of neuronal debris in adult Caenorhabditis elegans - PMC,"Extended space travel is a goal of government space agencies and private companies. However, spaceflight poses risks to human health, and the effects on the nervous system have to be better characterized. Here, we exploited the unique experimental ...",9e-06
479,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10751425/,Bisphosphonates attenuate age‐related muscle decline in Caenorhabditis elegans - PMC,"Age‐related muscle decline (sarcopenia) associates with numerous health risk factors and poor quality of life. Drugs that counter sarcopenia without harmful side effects are lacking, and repurposing existing pharmaceuticals could expedite realistic ...",9e-06
480,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7530743/,NemaLife chip: a micropillar-based microfluidic culture device optimized for aging studies in crawling C. elegans - PMC,"In this study, we report a microfluidic device for the whole-life culture of the nematode Caenorhabditis elegans that allows the scoring of animal survival and health measures. This device referred to as the NemaLife chip features: (1) an optimized ...",9e-06
481,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9031868/,Understanding the Complexities and Changes of the Astronaut Microbiome for Successful Long-Duration Space Missions - PMC,"During space missions, astronauts are faced with a variety of challenges that are unique to spaceflight and that have been known to cause physiological changes in humans over a period of time. Several of these changes occur at the microbiome level, ...",9e-06
482,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9640571/,Microfluidics-integrated spaceflight hardware for measuring muscle strength of Caenorhabditis elegans on the International Space Station - PMC,Caenorhabditis elegans is a low-cost genetic model that has been flown to the International Space Station to investigate the influence of microgravity on changes in the expression of genes involved in muscle maintenance. These studies showed that ...,9e-06
483,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11302229/,Identification and characterization of a skin microbiome on Caenorhabditis elegans suggests environmental microbes confer cuticle protection - PMC,"In the wild, C. elegans are emersed in environments teeming with a veritable menagerie of microorganisms. The C. elegans cuticular surface serves as a barrier and first point of contact with their microbial environments. In this study, we identify ...",9e-06
484,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10846184/,Metabolic model predictions enable targeted microbiome manipulation through precision prebiotics - PMC,"While numerous health-beneficial interactions between host and microbiota have been identified, there is still a lack of targeted approaches for modulating these interactions. Thus, we here identify precision prebiotics that specifically modulate ...",9e-06
485,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10410709/,Mitochondrial sulfide promotes life span and health span through distinct mechanisms in developing versus adult treated Caenorhabditis elegans - PMC,"Deteriorating health across the life course is a major societal burden, and effective therapeutics are lacking. Mitochondrial decline has long been associated with age-related health loss. We show that small, clinically meaningful doses of a ...",9e-06
486,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5201052/,Draft Genome Sequences of Biosafety Level 2 Opportunistic Pathogens Isolated from the Environmental Surfaces of the International Space Station - PMC,The draft genome sequences of 20 biosafety level 2 (BSL-2) opportunistic pathogens isolated from the environmental surfaces of the International Space Station (ISS) were presented. These genomic sequences will help in understanding the influence of ...,9e-06
487,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10605753/,Spaceflight Induces Strength Decline in Caenorhabditis elegans - PMC,Background: Understanding and countering the well-established negative health consequences of spaceflight remains a primary challenge preventing safe deep space exploration. Targeted/personalized therapeutics are at the forefront of space medicine ...,9e-06
488,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10370681/,Wild mouse gut microbiota limits initial tuberculosis infection in BALB/c mice - PMC,Mouse models are critical tools in tuberculosis (TB) research. Recent studies have demonstrated that the wild mouse gut microbiota promotes host fitness and improves disease resistance. Here we examine whether the wild mouse gut microbiota alters ...,9e-06
489,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3554398/,New perspectives on viable microbial communities in low-biomass cleanroom environments - PMC,The advent of phylogenetic DNA microarrays and high-throughput pyrosequencing technologies has dramatically increased the resolution and accuracy of detection of distinct microbial lineages in mixed microbial assemblages. Despite an expanding array ...,9e-06
490,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5580210/,Erratum to: Whole metagenome profiles of particulates collected from the International Space Station - PMC,Erratum to: Whole metagenome profiles of particulates collected from the International Space Station - PMC Skip to main content An official website of the United States government Here's how you know ...,9e-06
491,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5391430/,Draft Genome Sequences of Several Fungal Strains Selected for Exposure to Microgravity at the International Space Station - PMC,The whole-genome sequences of eight fungal strains that were selected for exposure to microgravity at the International Space Station are presented here. These baseline sequences will help to understand the observed production of novel bioactive ...,9e-06
492,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4945788/,"Draft Genome Sequences of Two Aspergillus fumigatus Strains, Isolated from the International Space Station - PMC","Draft genome sequences of Aspergillus fumigatus strains (ISSFT-021 and IF1SW-F4), opportunistic pathogens isolated from the International Space Station (ISS), were assembled to facilitate investigations of the nature of the virulence characteristics ...",9e-06
493,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4624184/,Microbiomes of the dust particles collected from the International Space Station and Spacecraft Assembly Facilities - PMC,"The International Space Station (ISS) is a unique built environment due to the effects of microgravity, space radiation, elevated carbon dioxide levels, and especially continuous human habitation. Understanding the composition of the ISS microbial ...",9e-06
494,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9116463/,Proteomic characterization of Aspergillus fumigatus isolated from air and surfaces of the International Space Station - PMC,The on-going Microbial Observatory Experiments on the International Space Station (ISS) revealed the presence of various microorganisms that may be affected by the distinct environment of the ISS. The low-nutrient environment combined with enhanced ...,9e-06
495,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5552977/,"Draft Genome Sequences from a Novel Clade of Bacillus cereus Sensu Lato Strains, Isolated from the International Space Station - PMC","The draft genome sequences of six Bacillus strains, isolated from the International Space Station and belonging to the Bacillus anthracis-B. cereus-B. thuringiensis group, are presented here. These strains were isolated from the Japanese Experiment ...",9e-06
496,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5864415/,KatharoSeq Enables High-Throughput Microbiome Analysis from Low-Biomass Samples - PMC,"Various indoor, outdoor, and host-associated environments contain small quantities of microbial biomass and represent a niche that is often understudied because of technical constraints. Many studies that attempt to evaluate these low-biomass ...",9e-06
497,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5504618/,Human presence impacts fungal diversity of inflated lunar/Mars analog habitat - PMC,"An inflatable lunar/Mars analog habitat (ILMAH), simulated closed system isolated by HEPA filtration, mimics International Space Station (ISS) conditions and future human habitation on other planets except for the exchange of air between outdoor and ...",9e-06
498,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6013642/,Draft Genome Sequence of a Clinical Isolate of Fusarium fujikuroi Isolated from a Male Patient with Acute Myeloid Leukemia - PMC,"Here, we present the draft whole-genome sequence of a clinical isolate of Fusarium fujikuroi cultured from a patient undergoing chemotherapy for refractory acute myeloid leukemia.",9e-06
499,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5805884/,Draft Genome Sequences of Acinetobacter and Bacillus Strains Isolated from Spacecraft-Associated Surfaces - PMC,"We report here the draft genome sequences of four strains isolated from spacecraft-associated surfaces exhibiting increased resistance to stressors such as UV radiation and exposure to H2O2. The draft genomes of strains 1P01SCT, FO-92T, 50v1, and ...",9e-06
500,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11487192/,Protein kinase 2 of the giant sarcomeric protein UNC-89 regulates mitochondrial morphology and function - PMC,"UNC-89 is a giant sarcomeric M-line protein required for sarcomere organization and optimal muscle function. UNC-89 contains two protein kinase domains, PK1 and PK2, separated by an elastic region. Here we show that PK2 is a canonical kinase ...",9e-06
501,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8421509/,Longitudinal characterization of multispecies microbial populations recovered from spaceflight potable water - PMC,"While sequencing technologies have revolutionized our knowledge of microbial diversity, little is known about the dynamic emergent phenotypes that arise within the context of mixed-species populations, which are not fully predicted using sequencing ...",9e-06
502,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5578834/,"Draft Genome Sequence of Solibacillus kalamii, Isolated from an Air Filter Aboard the International Space Station - PMC","We report here the draft genome of Solibacillus kalamii ISSFR-015, isolated from a high-energy particulate arrestance filter aboard the International Space Station. The draft genome sequence of this strain contains 3,809,180 bp with an estimated G+C ...",9e-06
503,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6280456/,Correction to: Succession and persistence of microbial communities and antimicrobial resistance genes associated with International Space Station environmental surfaces - PMC,Correction to: Succession and persistence of microbial communities and antimicrobial resistance genes associated with International Space Station environmental surfaces - PMC Skip to main content An o...,9e-06
504,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5958250/,Draft Genome Sequences of Two Fusarium oxysporum Isolates Cultured from Infected Zinnia hybrida Plants Grown on the International Space Station - PMC,"Here, we present the whole-genome sequences of two Fusarium oxysporum isolates cultured from infected Zinnia hybrida plants that were grown onboard the International Space Station (ISS).",9e-06
505,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7326050/,Metabolomic Analysis of Aspergillus niger Isolated From the International Space Station Reveals Enhanced Production Levels of the Antioxidant Pyranonigrin A - PMC,"Secondary metabolite (SM) production in Aspergillus niger JSC-093350089, isolated from the International Space Station (ISS), is reported, along with a comparison to the experimentally established strain ATCC 1015. The analysis revealed enhanced ...",9e-06
506,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6251167/,Multi-drug resistant Enterobacter bugandensis species isolated from the International Space Station and comparative genomic analyses with human pathogenic strains - PMC,"The antimicrobial resistance (AMR) phenotypic properties, multiple drug resistance (MDR) gene profiles, and genes related to potential virulence and pathogenic properties of five Enterobacter bugandensis strains isolated from the International Space ...",9e-06
507,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9098231/,"International Space Station conditions alter genomics, proteomics, and metabolomics in Aspergillus nidulans - PMC","The first global genomic, proteomic, and secondary metabolomic characterization of the filamentous fungus Aspergillus nidulans following growth onboard the International Space Station (ISS) is reported. The investigation included the A. nidulans ...",9e-06
508,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7317102/,Draft Genome Sequences of Tremellomycetes Strains Isolated from the International Space Station - PMC,The draft genome sequences of six eukaryotic microbial strains belonging to the class Tremellomycetes isolated from the International Space Station were assembled. Further characterization of these sequences will aid in the understanding of the ...,9e-06
509,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7393961/,Draft Genome Sequences of Rhodotorula mucilaginosa Strains Isolated from the International Space Station - PMC,"The whole-genome sequences (WGS) of 28 isolates from the International Space Station were generated and identified as Rhodotorula mucilaginosa, a pigmented yeast that has been classified as an emerging human pathogen in recent times. These WGS ...",9e-06
510,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7303416/,Draft Genome Sequences of Sphingomonas Species Associated with the International Space Station - PMC,The draft genome sequences of three Sphingomonas strains isolated from the International Space Station (ISS) were assembled. These genomic sequences will help in understanding the influence of microgravity conditions on their potential bioactive ...,9e-06
511,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6952069/,MetaMiner: A Scalable Peptidogenomics Approach for Discovery of Ribosomal Peptide Natural Products with Blind Modifications from Microbial Communities - PMC,Ribosomally synthesized and post-translationally modified peptides (RiPPs) are an important class of natural products that contain antibiotics and a variety of other bioactive compounds. The existing methods for discovery of RiPPs by combining ...,9e-06
512,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6529585/,Proteomic and Metabolomic Characteristics of Extremophilic Fungi Under Simulated Mars Conditions - PMC,"Filamentous fungi have been associated with extreme habitats, including nuclear power plant accident sites and the International Space Station (ISS). Due to their immense adaptation and phenotypic plasticity capacities, fungi may thrive in what ...",9e-06
513,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6426649/,Genomic Characterization and Virulence Potential of Two Fusarium oxysporum Isolates Cultured from the International Space Station - PMC,"This is the first study to isolate and characterize F. oxysporum isolates from a built environment, as well as one that has been exposed to space. The characterization and analysis of these two genomes may have important implications for the ...",9e-06
514,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7484075/,Draft Genome Sequences of Enterobacteriales Strains Isolated from the International Space Station - PMC,"The whole-genome sequences of 26 strains isolated from the International Space Station were generated, and the strains were identified as being members of the order Enterobacteriales. Characterization of these whole-genome sequences might enable the ...",9e-06
515,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6452512/,Characterization of the total and viable bacterial and fungal communities associated with the International Space Station surfaces - PMC,"The International Space Station (ISS) is a closed system inhabited by microorganisms originating from life support systems, cargo, and crew that are exposed to unique selective pressures such as microgravity. To date, mandatory microbial monitoring ...",9e-06
516,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8104057/,Draft Genome Sequences of Aspergillus and Penicillium Species Isolated from the International Space Station and Crew Resupply Vehicle Capsule - PMC,The draft whole-genome sequences (WGS) of 30 fungal strains isolated from the International Space Station and belonging to the Penicillium and Aspergillus genera were assembled. The WGS will allow for detailed genomic characterization to determine ...,9e-06
517,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8211661/,Evaluating the lettuce metatranscriptome with MinION sequencing for future spaceflight food production applications - PMC,"Healthy plants are vital for successful, long-duration missions in space, as they provide the crew with life support, food production, and psychological benefits. The microorganisms that associate with plant tissues play a critical role in improving ...",9e-06
518,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8005752/,"Methylobacterium ajmalii sp. nov., Isolated From the International Space Station - PMC","Four strains belonging to the family of Methylobacteriaceae were isolated from different locations on the International Space Station (ISS) across two consecutive flights. Of these, three were identified as Gram-negative, rod-shaped, ...",9e-06
519,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7516158/,Draft Genome Sequences of Lactobacillales Isolated from the International Space Station - PMC,"Nineteen strains from the order Lactobacillales were isolated from the International Space Station and commercial resupply vehicle, and whole-genome sequences (WGS) were generated. WGS would permit the characterization of these potentially ...",9e-06
520,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8086211/,Draft Genome Sequences of Various Bacterial Phyla Isolated from the International Space Station - PMC,Whole-genome sequences were generated from 96 bacterial strains of 14 species that were isolated from International Space Station surfaces during the Microbial Tracking 2 study. Continued characterization of this closed habitat's microbiome enables ...,9e-06
521,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7561690/,Draft Genome Sequences of Klebsiella Species Isolated from the International Space Station - PMC,"Isolated across four locations aboard the International Space Station (ISS), 10 bacterial strains were compared using whole-genome sequencing analysis and were phylogenetically identified as Klebsiella. The whole-genome sequences will aid in ...",9e-06
522,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7595942/,Draft Genome Sequences of Bacillaceae Strains Isolated from the International Space Station - PMC,"The draft genome sequences of 29 bacterial isolates belonging to the family Bacillaceae were collected from the International Space Station, assembled, and identified. Further analysis of these sequences will enable us to understand their roles for ...",9e-06
523,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9743659/,Multidrug-resistant Acinetobacter pittii is adapting to and exhibiting potential succession aboard the International Space Station - PMC,"Monitoring the adaptation of microorganisms to the extreme environment of the International Space Station (ISS) is crucial to understanding microbial evolution and infection prevention. Acinetobacter pittii is an opportunistic nosocomial pathogen, ...",9e-06
524,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11988970/,Molecular Mechanism of Microgravity-Induced Intestinal Flora Dysbiosis on the Abnormalities of Liver and Brain Metabolism - PMC,"Space flight has many adverse effects on the physiological functions of astronauts. Certain similarities have been observed in some physiological processes of rodents and astronauts in space, although there are also differences. These similarities ...",9e-06
525,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12034939/,MHC Diversity Across Time and Space - PMC,Most natural populations are genetically diverse. Understanding how diversity is maintained and distributed across time and space can provide insights into the potential for evolution and extinction of populations. Immunogenetic diversity aids ...,9e-06
526,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8012687/,Effects of Simulated Microgravity on the Proteome and Secretome of the Polyextremotolerant Black Fungus Knufia chersonesos - PMC,"Black fungi are a group of melanotic microfungi characterized by remarkable polyextremotolerance. Due to a broad ecological plasticity and adaptations at the cellular level, it is predicted that they may survive in a variety of extreme environments, ...",9e-06
527,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7677455/,Assessing the Risk of Transfer of Microorganisms at the International Space Station Due to Cargo Delivery by Commercial Resupply Vehicles - PMC,"With increasing numbers of interplanetary missions, there is a need to establish robust protocols to ensure the protection of extraterrestrial planets being visited from contamination by terrestrial life forms. The current study is the first report ...",9e-06
528,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9503880/,"Microbial Burden Estimation of Food Items, Built Environments, and the International Space Station Using Film Media - PMC","The use of film media involves considerably less preparation, waste, and incubator space than conventional agar-media-based assays and has proven in past studies to provide counts of cultivable microbes similar to those of traditional agar media. ...",9e-06
529,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8754149/,Genomic Characterization of Potential Plant Growth-Promoting Features of Sphingomonas Strains Isolated from the International Space Station - PMC,"In an ongoing microbial tracking investigation of the International Space Station (ISS), several Sphingomonas strains were isolated. Based on the 16S rRNA gene sequence, phylogenetic analysis identified the ISS strains as Sphingomonas sanguinis ...",9e-06
530,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8875396/,"Genomic Characterization of the Titan-like Cell Producing Naganishia tulchinskyi, the First Novel Eukaryote Isolated from the International Space Station - PMC",Multiple strains of a novel yeast belonging to genus Naganishia were isolated from environmental surfaces aboard the International Space Station (ISS). These strains exhibited a phenotype similar to Titan cell (~10 µm diameter) morphology when grown ...,9e-06
531,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9258157/,Metabolic modeling of the International Space Station microbiome reveals key microbial interactions - PMC,"Recent studies have provided insights into the persistence and succession of microbes aboard the International Space Station (ISS), notably the dominance of Klebsiella pneumoniae. However, the interactions between the various microbes aboard the ISS ...",9e-06
532,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11451251/,Adaptation to space conditions of novel bacterial species isolated from the International Space Station revealed by functional gene annotations and comparative genome analysis - PMC,The extreme environment of the International Space Station (ISS) puts selective pressure on microorganisms unintentionally introduced during its 20+ years of service as a low-orbit science platform and human habitat. Such pressure leads to the ...,9e-06
533,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10715203/,Genomic analysis reveals the presence of emerging pathogenic Klebsiella lineages aboard the International Space Station - PMC,"Klebsiella species, such as Klebsiella pneumoniae, Klebsiella aerogenes, and Klebsiella quasipneumoniae, are opportunistic pathogens that commonly cause infections in humans. Hypervirulent Klebsiella pneumoniae (hvKP) is a subgroup of K. pneumoniae, ...",9e-06
534,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6036641/,Cortical Thinning and Structural Bone Changes in Non-human Primates Following Single Fraction Whole Chest Radiation - PMC,"Stereotactic body radiation therapy (SBRT) is associated with an increased risk of vertebral compression fracture (1–5). While bone is typically considered radiation-resistant, fractures frequently occur within the first year of SBRT (6–11). Our ...",9e-06
535,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10960378/,"Genomic, functional, and metabolic enhancements in multidrug-resistant Enterobacter bugandensis facilitating its persistence and succession in the International Space Station - PMC","The International Space Station (ISS) stands as a testament to human achievement in space exploration. Despite its highly controlled environment, characterised by microgravity, increased CO2 levels, and elevated solar radiation, microorganisms ...",9e-06
